A_0	A_1	R_0	R_1	R_2	R_3	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
#	#	#	#	0	#	0	0.095144960314584	0.6247081299087243	1	106.23256542131551	9988	573	0.16666666666666666	107.79070677664438	2943	4711
0	0	1	#	#	#	1	1.0	1.0	20	106.65148772702622	9966	574	0.5	30072.181333139313	1178	1178
#	1	#	0	1	0	0	1.0	1.0	15	153.10493053408538	9994	621	0.6666666666666666	24283.41248988726	587	587
#	0	1	#	#	#	1	0.23713593150661655	0.7498932991890739	5	111.3713743096331	9997	632	0.3333333333333333	8276.64342287468	1757	2343
0	#	0	#	1	#	0	0.23696712754401275	0.7497865072587532	4	121.83505614733971	9985	641	0.5	5985.450371290773	878	1171
1	#	#	1	0	#	0	0.23764321053693915	0.7502138579982891	5	117.54835785374283	9988	644	0.5	8717.042958524877	877	1169
0	0	1	#	#	1	1	1.0	1.0	14	130.23250936425157	9937	660	0.6666666666666666	1823.255131099522	582	582
0	#	1	1	#	#	1	1.0	1.0	15	117.72863087507362	9991	660	0.5	18672.507119374775	1166	1166
#	1	#	0	0	#	0	0.23662706176475934	0.7495711835334476	2	123.43860420145248	9945	661	0.5	246.87720840290496	874	1166
#	1	#	0	#	0	0	1.0	1.0	31	151.49458912474122	9994	685	0.5	102626.26689520654	1164	1164
#	0	#	#	0	1	0	0.23764554450712494	0.7502153316106804	4	104.45381073777392	9988	708	0.5	4957.384644777588	871	1161
1	#	1	0	1	#	1	0.2373046875	0.75	1	138.26140971197657	9997	717	0.6666666666666666	138.26140971197657	435	580
0	1	#	1	#	#	1	1.0	1.0	24	107.22501429910679	9991	718	0.5	44679.4147220671	1161	1161
#	1	0	#	#	0	0	0.2376467236027519	0.7502160760587727	3	136.06362675124825	9986	752	0.5	435.2386003171809	868	1157
#	1	#	1	#	1	1	1.0	1.0	18	126.24695406931328	9954	754	0.5	30104.199587583378	1155	1155
1	#	#	0	1	1	1	1.0	1.0	14	138.85382279171228	9997	755	0.6666666666666666	1943.953519083972	578	578
0	#	#	1	#	0	1	0.2373046875	0.75	2	106.1828638081526	9991	782	0.5	215.4571595203815	864	1152
0	1	#	1	0	#	1	1.0	1.0	3	112.29551519646402	9954	782	0.6666666666666666	346.1081819867401	576	576
0	#	#	0	0	#	0	0.2379933251316373	0.7504347826086957	3	119.5334859463889	9945	789	0.5	358.60045783916667	863	1150
1	#	1	1	0	0	0	1.0	1.0	2	127.12985653994924	9823	799	0.8333333333333334	254.2597130798985	287	287
1	#	0	#	1	#	1	0.23627382595147145	0.7493472584856397	1	122.89718520262349	9983	819	0.5	122.89718520262349	861	1149
1	#	#	#	#	0	0	0.2374784352502757	0.7501097935880544	3	129.18005586629405	9986	880	0.3333333333333333	387.54016759888214	1708	2277
#	1	#	#	#	1	1	0.2381744442546668	0.7505489679402723	6	120.47977488322203	9971	882	0.3333333333333333	13285.550094751496	1709	2277
1	#	#	#	#	1	1	0.2374784352502757	0.7501097935880544	3	116.35457212904888	9997	883	0.3333333333333333	349.06371638714666	1708	2277
0	#	0	#	1	0	0	0.23870553772366399	0.7508833922261484	1	127.49329570497042	9985	961	0.6666666666666666	127.49329570497042	425	566
0	#	1	#	#	1	1	0.23660301830639582	0.7495559502664298	4	123.5305696063268	9937	978	0.5	5888.6015406083525	844	1126
#	#	1	1	#	#	1	0.23677757822916667	0.7496665184526456	3	118.85324744390218	9991	1006	0.3333333333333333	356.5597423317065	1686	2249
#	#	#	#	#	1	1	0.09555870199959444	0.625250501002004	1	115.76148475281056	9997	1011	0.16666666666666666	118.70185594101319	2808	4491
#	0	#	0	0	#	0	0.2373046875	0.75	3	112.43611426588343	9964	1063	0.5	337.3083427976503	837	1116
0	0	0	#	#	#	0	1.0	1.0	27	120.69066084879807	9985	1066	0.5	62021.06447086476	1117	1117
1	1	1	1	0	0	0	1.0	1.0	1	141.3391836899751	9823	1119	1.0	141.3391836899751	138	138
#	#	#	0	1	1	1	0.0961453021636269	0.6260162601626016	2	130.37674661914156	9997	1139	0.5	3823.5791472340593	693	1107
0	0	0	#	#	0	0	1.0	1.0	10	130.67714996155286	9985	1155	0.6666666666666666	1306.7714996155287	552	552
#	1	0	1	0	#	1	0.2373046875	0.75	2	123.7516664778818	9954	1166	0.6666666666666666	259.3791661947045	414	552
1	#	#	#	0	0	0	1.0	1.0	18	138.70628141858919	9964	1183	0.5	31679.561476053248	1100	1100
1	#	1	#	#	0	0	0.23766413106858106	0.7502270663033606	5	129.45587918175505	9965	1183	0.5	9599.22491627653	826	1101
#	#	#	0	0	1	0	0.09519384699129596	0.6247723132969034	1	102.12835992181188	9945	1191	0.5	102.12835992181188	686	1098
#	0	1	#	1	#	1	1.0	1.0	18	124.70727673675908	9997	1198	0.5	28482.2850089317	1099	1099
1	#	0	#	0	#	0	0.2373046875	0.75	1	135.33289709314195	9964	1200	0.5	135.33289709314195	822	1096
1	#	#	0	#	0	0	0.23694371298898836	0.7497716894977169	1	129.05568559120536	9965	1232	0.5	129.05568559120536	821	1095
#	#	1	1	1	#	1	0.510895424809035	0.8743119266055046	8	136.62081553326334	9991	1262	0.5	12064.320221909047	953	1090
#	#	0	#	0	0	0	0.511232106410383	0.8744271310724107	8	138.27311114202874	9964	1264	0.5	12986.874577597835	954	1091
1	1	#	#	1	1	1	1.0	1.0	14	154.30586207808108	9971	1267	0.6666666666666666	2160.282069093135	545	545
#	#	#	#	0	0	0	0.23694105795220696	0.749770009199632	4	112.88083486894755	9964	1303	0.3333333333333333	5513.847341094074	1630	2174
#	0	#	1	1	#	1	0.2365772058666079	0.7495395948434622	3	116.65278411385258	9966	1306	0.5	349.9583523415577	814	1086
#	0	0	#	#	0	0	0.2369370013489487	0.7497674418604651	4	120.38753958304957	9985	1405	0.5	5730.686564656114	806	1075
0	#	0	#	0	0	0	0.23510336054033673	0.7486033519553073	3	130.29478274093827	9917	1405	0.6666666666666666	413.6054352785186	402	537
1	1	#	1	#	0	0	1.0	1.0	14	142.8531978476994	9986	1410	0.6666666666666666	1999.9447698677914	537	537
#	0	0	0	#	#	0	0.23619682441519935	0.7492984097287184	3	119.93556647331752	9985	1448	0.5	359.80669941995257	801	1069
1	#	#	0	#	1	1	0.2373046875	0.75	4	117.76893604405211	9997	1549	0.5	5597.349682817978	792	1056
0	1	#	0	#	#	0	1.0	1.0	24	134.1162247358444	9994	1557	0.5	54455.50946298236	1055	1055
0	#	0	#	#	0	0	0.2373046875	0.75	3	126.49369770100581	9985	1597	0.5	399.3513663787718	789	1052
1	#	#	#	1	1	1	1.0	1.0	20	136.66777272808181	9997	1613	0.5	42485.69513601003	1048	1048
0	1	#	0	#	1	0	1.0	1.0	8	111.82130469656606	9945	1621	0.6666666666666666	894.5704375725285	523	523
#	0	0	#	0	0	0	1.0	1.0	13	148.63236693438395	9964	1661	0.6666666666666666	1932.2207701469913	520	520
#	0	#	1	1	0	1	0.23578155590252478	0.749034749034749	2	117.8083353300331	9966	1697	0.6666666666666666	235.6166706600662	388	518
#	0	0	#	#	#	0	0.2373046875	0.75	2	114.65351637757088	9985	1725	0.3333333333333333	229.30703275514176	1551	2068
1	#	1	#	#	1	1	0.2373046875	0.75	1	113.91685905927567	9997	1805	0.5	113.91685905927567	768	1024
1	#	#	0	0	#	0	0.23691680806760587	0.7497546614327772	3	114.88217602840777	9964	1831	0.5	344.6465280852233	764	1019
0	#	#	0	#	0	0	0.23769383908492753	0.7502458210422812	1	130.60066321189157	9994	1866	0.5	130.60066321189157	763	1017
#	1	#	0	1	#	0	0.23769383908492753	0.7502458210422812	3	147.25395748183868	9994	1866	0.5	441.761872445516	763	1017
#	0	#	#	1	0	1	0.235745529383915	0.7490118577075099	3	108.64669775187124	9983	1902	0.5	325.94009325561376	758	1012
#	#	0	#	#	#	0	0.09553356868197403	0.6252176075603084	2	120.59072526195254	9986	1959	0.16666666666666666	3854.585232745857	2514	4021
#	#	1	#	0	0	0	0.09479545749201952	0.624248496993988	1	105.9587635293154	9936	2015	0.5	105.9587635293154	623	998
0	#	0	#	#	1	0	0.23770812958207269	0.7502548419979612	4	112.35952418018653	9960	2152	0.5	5402.724866222195	736	981
1	1	#	0	#	1	1	1.0	1.0	13	127.70597771966672	9971	2195	0.6666666666666666	1660.1777103556674	487	487
1	1	#	#	#	1	1	1.0	1.0	21	128.53249532255148	9971	2227	0.5	39956.694269171334	970	970
#	0	1	0	#	#	1	0.2381212892311832	0.7505154639175258	4	105.62010370771038	9997	2238	0.5	5002.7219913725785	728	970
#	#	1	#	1	#	1	0.2373046875	0.75	3	128.02747561514215	9997	2253	0.3333333333333333	384.0824268454264	1452	1936
1	1	1	#	#	0	0	1.0	1.0	13	150.68955570156885	9965	2313	0.6666666666666666	1958.964224120395	480	480
1	1	0	#	#	1	1	1.0	1.0	13	145.42694904139867	9971	2332	0.6666666666666666	1890.5503375381827	478	478
0	#	#	1	#	1	1	0.23771999136665267	0.7502623294858342	3	116.72633818084681	9954	2362	0.5	359.72376817817553	715	953
#	0	1	#	#	1	1	0.23688909270276354	0.7497371188222923	6	120.2948420551563	9997	2385	0.5	12886.722144371586	713	951
1	1	#	#	#	0	0	1.0	1.0	25	149.9623582408213	9986	2434	0.5	66069.39056645111	945	945
#	1	0	1	#	#	1	0.23772350964687147	0.7502645502645503	2	118.3307010075038	9954	2446	0.5	254.7834406484494	709	945
1	1	#	#	1	0	0	1.0	1.0	13	148.40221589145872	9986	2555	0.6666666666666666	1929.2288065889634	466	466
#	#	1	#	1	1	1	0.512908935546875	0.875	3	134.7893393674655	9997	2573	0.5	404.3680181023965	812	928
#	1	#	#	1	0	0	0.238160146913252	0.7505399568034558	3	139.34552163371865	9994	2605	0.5	418.03656490115594	695	926
0	#	0	#	#	#	0	0.23795199941062473	0.750408719346049	5	119.72567800947536	9985	2664	0.3333333333333333	9543.984194138655	1377	1835
#	0	#	0	1	1	1	0.2373046875	0.75	1	127.32896121798966	9997	2701	0.6666666666666666	127.32896121798966	342	456
#	1	1	#	#	0	0	0.23555207562299793	0.7488888888888889	3	129.54641631199985	9994	2797	0.5	388.63924893599955	674	900
#	1	0	#	#	1	1	0.2381868600859875	0.7505567928730512	7	131.3173154468183	9971	2803	0.5	20070.64531919444	674	898
#	1	#	#	#	#	0	0.03125	0.5	1	122.92045409186188	9994	2861	0.16666666666666666	3026.8959030894566	1785	3570
#	0	0	#	0	#	0	1.0	1.0	18	123.24718560875485	9964	2877	0.5	28148.810229151095	889	889
#	#	0	0	0	#	0	0.514154867596388	0.8754246885617214	1	137.99627314859646	9964	2919	0.5	137.99627314859646	773	883
1	#	1	1	#	0	0	0.2373046875	0.75	2	131.9902488843977	9865	3020	0.6666666666666666	263.9804977687954	327	436
0	#	0	#	1	1	0	0.23637988469948554	0.7494145199063232	2	113.18870189743043	9960	3176	0.6666666666666666	230.97175474357607	320	427
#	1	#	#	#	0	0	0.2368392017911293	0.7497055359246172	6	131.05931222115018	9994	3210	0.3333333333333333	14831.07765519657	1273	1698
#	1	0	0	#	#	0	0.23824116892237224	0.7505910165484634	2	153.40596150313044	9945	3223	0.5	306.8119230062609	635	846
1	#	0	1	1	#	1	0.23637115330202255	0.7494089834515366	1	121.85583334828735	9889	3233	0.6666666666666666	121.85583334828735	317	423
0	#	#	0	1	1	0	0.23637115330202255	0.7494089834515366	1	121.26800969422975	9960	3240	0.6666666666666666	121.26800969422975	317	423
#	1	1	1	#	#	1	0.2358699596193902	0.7490909090909091	4	125.9396977711826	9991	3399	0.5	6022.100776001941	618	825
#	1	#	#	0	1	1	0.23833376092265937	0.7506493506493507	4	113.67599707722323	9954	3826	0.5	5379.491315857857	578	770
#	1	#	#	0	0	0	0.23621713347686646	0.7493112947658402	2	126.28303826149875	9936	4183	0.5	265.70759565374686	544	726
#	#	#	1	0	1	1	0.09470052914244682	0.6241234221598878	1	110.17629952849367	9954	4282	0.5	110.17629952849367	445	713
#	0	1	0	#	1	1	0.2373046875	0.75	3	116.61991008663374	9997	4301	0.6666666666666666	349.8597302599012	267	356
1	1	#	1	#	#	0	0.03147743717654183	0.5007256894049347	1	138.74064711674006	9986	4482	0.5	3107.0080047256156	345	689
0	#	#	0	0	1	0	0.2396824709766079	0.7514970059880239	3	112.64768346647642	9945	4629	0.6666666666666666	337.94305039942924	251	334
#	0	#	#	0	0	0	0.23431900980410064	0.7481031866464339	3	115.80361256554313	9964	4733	0.5	347.4108376966294	493	659
#	#	1	0	1	1	1	0.2373046875	0.75	3	129.61661433142177	9997	4813	0.6666666666666666	388.8498429942653	243	324
0	#	0	#	0	#	0	0.23608272981297795	0.7492260061919505	1	120.26823546184141	9945	4827	0.5	125.33529432730177	484	646
#	0	0	0	#	1	0	0.2345128987424522	0.74822695035461	1	116.31181081565677	9960	5480	0.6666666666666666	116.31181081565677	211	282
#	#	#	1	1	0	1	0.09430069258360968	0.6235955056179775	1	121.04572128765008	9991	5729	0.5	121.04572128765008	333	534
1	#	0	#	#	1	1	0.23575772610428447	0.7490196078431373	2	124.59263846269509	9971	5916	0.5	249.18527692539018	382	510
0	#	#	1	0	1	1	0.2373046875	0.75	1	120.4317858810771	9954	5946	0.6666666666666666	120.4317858810771	189	252
#	#	1	1	0	1	1	0.23250110796702045	0.746938775510204	1	113.40305609082904	9914	6074	0.6666666666666666	113.40305609082904	183	245
#	1	#	1	1	#	1	0.2356681096969878	0.7489626556016598	2	122.14659604408362	9991	6151	0.5	253.36649011020904	361	482
#	#	#	#	1	1	1	0.23773819978389102	0.7502738225629791	3	125.80621933822707	9997	6349	0.3333333333333333	393.7733225183515	685	913
#	1	1	1	1	#	1	0.23207791712921816	0.7466666666666667	1	132.17193999329635	9991	6407	0.6666666666666666	132.17193999329635	168	225
#	#	#	0	0	0	0	0.5087872200607716	0.873589164785553	3	127.2669251248016	9964	6441	0.5	381.8007753744048	387	443
#	1	1	#	1	0	0	0.2373046875	0.75	2	135.02590655307583	9994	6538	0.6666666666666666	270.05181310615166	162	216
#	#	0	#	0	#	0	0.23633925067070413	0.7493887530562348	2	122.02663127742491	9964	6717	0.3333333333333333	255.0665781935623	613	818
1	1	#	0	#	#	1	0.03081477003252402	0.49859943977591037	1	141.60440143748542	9971	7126	0.5	3239.3348530927506	178	357
1	1	0	#	#	#	0	0.03125	0.5	1	148.11118546298707	9986	7362	0.5	3340.995252206308	164	328
0	#	1	#	#	0	1	0.23343987299532354	0.7475409836065574	1	107.8422485784164	9991	7559	0.5	107.8422485784164	228	305
0	0	#	#	#	#	1	0.03125	0.5	1	113.04089366642054	9966	7598	0.3333333333333333	2549.9025469555	301	602
#	1	0	#	1	0	0	0.240205688326136	0.7518248175182481	1	139.29511888338874	9986	7810	0.6666666666666666	139.29511888338874	103	137
1	#	0	0	#	1	1	0.2403865252435786	0.751937984496124	2	122.8688973885507	9971	7923	0.6666666666666666	245.7377947771014	97	129
0	0	0	#	1	#	1	0.0	0.0	1	116.4678719211439	8131	8131	0.6666666666666666	8210.019003349404	0	116
1	#	1	1	0	#	0	0.2373046875	0.75	1	112.04383103286719	9988	8396	0.6666666666666666	112.04383103286719	75	100
1	1	0	#	#	1	0	0.0	0.0	1	145.42694904378146	8406	8406	0.6666666666666666	10251.393758245673	0	99
0	#	#	0	0	0	0	0.23333647121053863	0.7474747474747475	1	121.43410086012102	9819	8411	0.6666666666666666	121.43410086012102	74	99
1	1	1	#	#	#	0	0.03125	0.5	2	131.3104380364867	9965	8415	0.5	11848.059919948868	98	196
#	#	0	0	0	0	0	1.0	1.0	2	159.07833942513292	9964	8471	0.6666666666666666	318.15667885026585	95	95
0	0	0	0	0	0	1	0.0	0.0	1	164.63870874100957	8603	8603	1.0	11605.66347744186	0	21
1	1	0	#	1	#	0	0.03317844212454346	0.5060240963855421	1	149.64361658264517	9986	8691	0.6666666666666666	3179.363819352775	42	83
#	1	1	0	#	#	0	0.23983456533865202	0.7515923566878981	2	119.51232706574699	9994	8725	0.5	239.02465413149397	118	157
#	1	0	#	0	0	0	0.2323403299440141	0.7468354430379747	1	138.3057454066529	9815	8727	0.6666666666666666	147.88218175831614	59	79
1	#	#	1	#	1	1	0.23221250186065348	0.7467532467532467	1	115.60301263453387	9884	8754	0.5	115.60301263453387	115	154
#	1	1	#	#	1	1	0.24248581709132566	0.7532467532467533	1	113.99653584679483	9914	8754	0.5	113.99653584679483	116	154
#	#	1	0	#	1	1	0.09338343521461642	0.6223776223776224	1	111.45936726056621	9997	8849	0.5	111.45936726056621	89	143
#	0	#	1	0	0	0	0.22621766644850363	0.7428571428571429	1	121.36475264540374	9917	8893	0.6666666666666666	121.36475264540374	52	70
#	#	1	0	0	#	0	0.09251232717274617	0.6212121212121212	1	94.78979783600437	9936	8928	0.5	94.78979783600437	82	132
#	1	#	1	#	1	0	0.0	0.0	1	126.24695406931292	8954	8954	0.5	9291.419625797305	0	130
1	0	#	1	0	#	1	0.0	0.0	1	111.23855026804057	8964	8964	0.6666666666666666	7841.395198016436	0	65
#	#	#	#	1	0	1	0.028809833557247734	0.49193548387096775	1	131.46080699956872	9991	9023	0.3333333333333333	3216.5741460482627	122	248
#	#	1	0	#	#	0	0.03125	0.5	1	113.7024639320515	9994	9045	0.3333333333333333	2564.8258163194214	118	236
1	0	#	#	#	#	1	0.030516464645079823	0.4976303317535545	1	110.68477291442757	9997	9151	0.3333333333333333	2556.7701168133676	105	211
1	#	0	0	0	1	1	0.025022128248914022	0.4782608695652174	1	106.33209263779648	9942	9238	0.8333333333333334	2995.5607908110255	11	23
#	1	0	1	#	0	1	0.036280637324889	0.5151515151515151	1	116.60608843946288	9870	9474	0.6666666666666666	2723.9711994196914	17	33
0	1	1	1	0	#	0	0.0	0.0	1	119.61428060159999	9530	9530	0.8333333333333334	119.61428060159999	0	14
1	#	#	0	#	#	0	0.027381102641670905	0.48695652173913045	1	121.00209862234854	9965	9531	0.3333333333333333	3115.1573737596045	56	115
0	0	1	0	#	1	0	0.0	0.0	1	115.87143372799999	9553	9553	0.8333333333333334	115.87143372799999	0	13
#	#	1	1	#	0	1	0.07775999999999998	0.6	1	119.92034548714074	9991	9607	0.5	119.92034548714074	30	50
#	1	1	0	1	#	0	0.27550608968587587	0.7727272727272727	1	133.0786418564488	9994	9645	0.6666666666666666	133.0786418564488	17	22
#	#	1	1	#	1	1	0.5035835674196454	0.8717948717948718	1	123.38751538978502	9914	9682	0.5	123.38751538978502	34	39
#	0	1	0	0	1	1	0.014458261438686257	0.42857142857142855	1	89.192	9937	9745	0.8333333333333334	89.192	3	7
1	1	0	#	#	#	1	0.026524537874001226	0.4838709677419355	2	148.1194964696038	9971	9750	0.5	15745.716015531687	15	31
0	1	#	#	0	#	1	0.037022548078608386	0.5172413793103449	1	116.94294299647927	9954	9762	0.5	2733.46938039905	15	29
#	#	#	0	1	#	0	0.03125	0.5	1	131.45864228191098	9994	9802	0.3333333333333333	2965.3580744251663	25	50
0	1	#	#	#	#	1	0.040386107340619246	0.5263157894736842	1	118.97248504151997	9991	9846	0.3333333333333333	2896.239334569863	20	38
1	0	#	#	1	#	0	0.0	0.0	1	108.46095781888	9869	9869	0.5	108.46095781888	0	16
1	1	#	#	0	#	1	0.03125	0.5	1	125.02770432	9942	9884	0.5	125.02770432	6	12
#	1	#	1	#	#	0	0.0015088388150337464	0.2727272727272727	1	117.221888	9986	9954	0.3333333333333333	125.6592	3	11
#	#	0	1	0	#	0	0.2373046875	0.75	1	118.5	9955	9955	0.5	124.66666666666667	3	4
0	1	1	#	#	#	1	0.0	0.0	1	132.0	9991	9991	0.5	132.0	0	1
